"","newspaper","year","quarter","clim_article_count","avoid","science_impacts","energy_combined","ir","irenv","kremlin","putin","center","right","energy","business","government","politics","inflation","cc_disasters","t","t_2","groups","yq"
"1221","Novaia gazeta",2006,1,5,1,0.321312513115117,0.0124784434392495,0.0008633347097202,0.0398191831809527,0,1,0,1,1,0,0,0,0.501506621236659,0.25,6,36,"Novaia gazeta",2006 Q1
"1222","Novaia gazeta",2006,2,4,1,0.0905585877044359,0.0015460198164875,0.0979401401800715,0.0002647596666066,0,1,0,1,1,0,0,0,0.452982615546285,0,6,36,"Novaia gazeta",2006 Q2
"1223","Novaia gazeta",2006,3,1,1,0.0023285179631784,0.0005553213704843,0.0080025781644509,0.0003727426519617,0,1,0,1,1,0,0,0,0.452584919130148,0,6,36,"Novaia gazeta",2006 Q3
"1224","Novaia gazeta",2006,4,2,1,0.0234349834208842,0.0171410042894421,0.0750069464229455,0.0148576728242915,0,1,0,1,1,0,0,0,0.440804676816964,0,6,36,"Novaia gazeta",2006 Q4
"1225","Novaia gazeta",2007,1,NA,0,0,0,0,0,0,1,0,1,1,0,0,0,0.39465240387255,0.25,7,49,"Novaia gazeta",2007 Q1
"1226","Novaia gazeta",2007,2,7,1,0.127513132145396,0.0031558657801725,0.0750092474436314,0.0454917908573407,0,1,0,1,1,0,0,0,0.402187883530274,0,7,49,"Novaia gazeta",2007 Q2
"1227","Novaia gazeta",2007,3,2,1,0.188099950377364,0.007826125536667,0.0990881201723823,0.0207698239901219,0,1,0,1,1,0,0,0,0.43468678179987,0,7,49,"Novaia gazeta",2007 Q3
"1228","Novaia gazeta",2007,4,1,1,0.0336150723742321,0.0004061662475578,0.0005344826640794,0.0002726267557591,0,1,0,1,1,0,0,0,0.519998889874213,0,7,49,"Novaia gazeta",2007 Q4
"1229","Novaia gazeta",2008,1,8,1,0.0692864195953007,0.0065765227009252,0.0721642516195971,0.003546138157617,0,1,0,1,1,0,0,0,0.569963201811773,0,8,64,"Novaia gazeta",2008 Q1
"1230","Novaia gazeta",2008,2,2,1,0.0532952256908174,0.0465000062358741,0.0230460908587701,0.0002366800908931,0,0,0,1,1,0,0,0,0.638828224893498,0,8,64,"Novaia gazeta",2008 Q2
"1231","Novaia gazeta",2008,3,3,1,0.0630214500852162,0.000378994213861,0.0018408900577924,0.0006359724720824,0,0,0,1,1,0,0,0,0.640984045459332,0,8,64,"Novaia gazeta",2008 Q3
"1232","Novaia gazeta",2008,4,4,1,0.0959201794612454,0.03422045294883,0.177833819232546,0.0016500591118529,0,0,0,1,1,0,0,0,0.600353236743511,0,8,64,"Novaia gazeta",2008 Q4
"1233","Novaia gazeta",2009,1,6,1,0.117985538840003,0.0489078685791355,0.0381159589137497,0.0001528174743726,0,0,0,1,1,0,0,0,0.599927491209863,0,9,81,"Novaia gazeta",2009 Q1
"1234","Novaia gazeta",2009,2,6,1,0.0909120869109756,0.008369221141038,0.0690829693166962,0.0004826433905691,0,0,0,1,1,0,0,0,0.555621838291579,0,9,81,"Novaia gazeta",2009 Q2
"1235","Novaia gazeta",2009,3,7,1,0.011318210461468,0.0801126051696884,0.0975013654601753,0.237372195364515,0,0,0,1,1,0,0,0,0.521655199370088,0,9,81,"Novaia gazeta",2009 Q3
"1236","Novaia gazeta",2009,4,12,1,0.0845280312532851,0.0289626881217373,0.0342935804555964,0.141549523050344,0,0,0,1,1,0,0,0,0.445392255695573,0,9,81,"Novaia gazeta",2009 Q4
"1237","Novaia gazeta",2010,1,5,1,0.38497300655581,0.0039481656222051,0.0357500587215327,0.0381235878103325,0,0,0,1,1,0,0,0,0.377569819677756,0.25,10,100,"Novaia gazeta",2010 Q1
"1238","Novaia gazeta",2010,2,3,1,0.0080562738585286,0.002883419067075,0.128900952255208,0.0166380262817256,0,0,0,1,1,0,0,0,0.333034150335597,1,10,100,"Novaia gazeta",2010 Q2
"1239","Novaia gazeta",2010,3,6,1,0.0342163310961042,0.0131008620928697,0.0218697129143948,0.0009370087700518,0,0,0,1,1,0,0,0,0.342072659713514,1,10,100,"Novaia gazeta",2010 Q3
"1240","Novaia gazeta",2010,4,3,1,0.0299896201031515,0.0098938226346945,0.0903415802804375,0.0054569829662796,0,0,0,1,1,0,0,0,0.40807347402584,0.25,10,100,"Novaia gazeta",2010 Q4
"1241","Novaia gazeta",2011,1,4,1,0.037094712810358,0.0003954192056881,0.187233377943812,0.0011945207661483,0,0,0,1,1,0,0,0,0.455390388676189,0,11,121,"Novaia gazeta",2011 Q1
"1242","Novaia gazeta",2011,2,2,1,0.130856959032826,0.104433835258533,0.0005750904747401,0.0002933398573077,0,0,0,1,1,0,0,0,0.456345458850721,0,11,121,"Novaia gazeta",2011 Q2
"1243","Novaia gazeta",2011,3,3,1,0.243711353978142,0.0011727811070159,0.0005209532919253,0.0002657257464307,0,0,0,1,1,0,0,0,0.407920945565804,0.25,11,121,"Novaia gazeta",2011 Q3
"1244","Novaia gazeta",2011,4,8,1,0.118720467151434,0.0155429515903052,0.0209344695213077,0.0014788241624046,0,0,0,1,1,0,0,0,0.359477785992542,0,11,121,"Novaia gazeta",2011 Q4
"1245","Novaia gazeta",2012,1,2,1,0.0936397259647493,0.0552811164343438,0.1719903106532,0.0002966955216834,0,0,0,1,1,0,0,0,0.262914361820935,0.5,12,144,"Novaia gazeta",2012 Q1
"1246","Novaia gazeta",2012,2,2,1,0.0443374002352357,0.0830437512995559,0.0005204108729231,0.0931001079734415,0,0,0,1,1,0,0,0,0.261877466542235,0.25,12,144,"Novaia gazeta",2012 Q2
"1247","Novaia gazeta",2012,3,4,1,0.244052105408627,0.0083574882746689,0.0478442055546111,0.0006128858549346,0,0,0,1,1,0,0,0,0.336753231092706,0.75,12,144,"Novaia gazeta",2012 Q3
"1248","Novaia gazeta",2012,4,4,1,0.0528611451009055,0.0030224791562433,0.0724762602512783,0.0007178902742453,0,0,0,1,1,0,0,0,0.353348120363635,0.25,12,144,"Novaia gazeta",2012 Q4
"1249","Novaia gazeta",2013,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0.373818785238483,0,13,169,"Novaia gazeta",2013 Q1
"1250","Novaia gazeta",2013,2,1,1,0.0027364464476705,0.0690186311112484,0.227321267797379,0.000438042654423,0,1,0,1,1,0,0,0,0.375767060548448,0,13,169,"Novaia gazeta",2013 Q2
"1251","Novaia gazeta",2013,3,4,1,0.0583027455431875,0.0039985592220546,0.0102578985915897,0.0010851059632841,0,1,0,1,1,0,0,0,0.348526051317978,0,13,169,"Novaia gazeta",2013 Q3
"1252","Novaia gazeta",2013,4,4,1,0.11247923944029,0.0158043998908397,0.0550253234723641,0.0049148271864397,0,1,0,1,1,0,0,0,0.349940198120343,0,13,169,"Novaia gazeta",2013 Q4
"1253","Novaia gazeta",2014,1,2,1,0.0016960409411695,0.0036392485053511,0.15954613757458,0.0034116191091016,0,1,0,1,1,0,0,0,0.349406923380523,0,14,196,"Novaia gazeta",2014 Q1
"1254","Novaia gazeta",2014,2,NA,0,0,0,0,0,0,1,0,1,1,0,0,0,0.389556355054062,0,14,196,"Novaia gazeta",2014 Q2
"1281","Novye izvestiia",2000,1,3,1,0.077964333788259,0.0605076618430758,0.0847026465235103,0.0141047498618718,0,1,0,1,1,1,0,0,1,0.25,0,0,"Novye izvestiia",2000 Q1
"1282","Novye izvestiia",2000,2,3,1,0.217185033805435,0.119989459013595,0.198389154542383,0.0520145370464888,0,1,0,1,1,1,0,0,0.808812707151812,0.25,0,0,"Novye izvestiia",2000 Q2
"1283","Novye izvestiia",2000,3,5,1,0.40259023476392,0.00224180150326,0.0012736029348161,0.0006496342248283,0,1,0,1,1,1,0,0,0.774180926210774,0.25,0,0,"Novye izvestiia",2000 Q3
"1284","Novye izvestiia",2000,4,4,1,0.231972699228209,0.0347066792728583,0.0605750605391222,0.115309307468124,0,1,0,1,1,1,0,0,0.806229319681063,0.25,0,0,"Novye izvestiia",2000 Q4
"1285","Novye izvestiia",2001,1,5,1,0.493709089700133,0.0059479890333023,0.0342624178265396,0.0005166413175175,0,1,0,1,1,1,0,0,0.891478374158858,0.75,1,1,"Novye izvestiia",2001 Q1
"1286","Novye izvestiia",2001,2,13,1,0.279375043435721,0.0433062944330231,0.052928078421246,0.0343584991960597,0,1,0,1,1,1,0,0,0.96745038792419,0.25,1,1,"Novye izvestiia",2001 Q2
"1287","Novye izvestiia",2001,3,6,1,0.138892864080844,0.0040059411776383,0.0979213122782312,0.0776433070423082,0,1,0,1,1,1,0,0,0.846699847725394,0.25,1,1,"Novye izvestiia",2001 Q3
"1288","Novye izvestiia",2001,4,5,1,0.19194367795717,0.0441088770894566,0.0023093045347196,0.0018442899963702,0,1,0,1,1,1,0,0,0.769856421644534,0.25,1,1,"Novye izvestiia",2001 Q4
"1289","Novye izvestiia",2002,1,6,1,0.0961051266203867,0.0770416347795618,0.0387960006978574,0.0038582699635299,0,1,0,1,1,1,0,0,0.739804592589926,0.25,2,4,"Novye izvestiia",2002 Q1
"1290","Novye izvestiia",2002,2,6,1,0.186538939415186,0.12661047929214,0.0471177233102935,0.0291921269854356,0,1,0,1,1,1,0,0,0.66188598828305,0,2,4,"Novye izvestiia",2002 Q2
"1291","Novye izvestiia",2002,3,11,1,0.152528825921763,0.0317613419715599,0.0063759260624465,0.031979868093913,0,1,0,1,1,1,0,0,0.642242840676197,0,2,4,"Novye izvestiia",2002 Q3
"1292","Novye izvestiia",2002,4,1,1,0.337950214743614,0.002385164378211,0.0031386876944452,0.0016009691171348,0,1,0,1,1,1,0,0,0.643574035400923,0.5,2,4,"Novye izvestiia",2002 Q4
"1293","Novye izvestiia",2003,1,1,1,0.0160771589726209,0.0014968729519751,0.0019697662792169,0.0010047304676846,1,1,1,0,1,1,0,0,0.630333463140187,0,3,9,"Novye izvestiia",2003 Q1
"1294","Novye izvestiia",2003,2,NA,0,NA,NA,NA,NA,1,1,1,0,1,1,0,0,0.610776261489993,0,3,9,"Novye izvestiia",2003 Q2
"1295","Novye izvestiia",2003,3,5,1,0.261767452233471,0.0009470519153184,0.0149687572011317,0.268382950231171,1,1,1,0,1,1,0,0,0.592493336712433,0.25,3,9,"Novye izvestiia",2003 Q3
"1296","Novye izvestiia",2003,4,7,1,0.295931972250401,0.0200267624213667,0.0181739436629869,0.0764432480100368,1,1,1,0,1,1,0,0,0.559013345426328,0,3,9,"Novye izvestiia",2003 Q4
"1297","Novye izvestiia",2004,1,2,1,0.0223927891929634,0.0005523102263395,0.000726796566596,0.0003707214927999,1,1,1,0,1,1,0,0,0.495309291665186,0,4,16,"Novye izvestiia",2004 Q1
"1298","Novye izvestiia",2004,2,2,1,0.120001529605361,0.295268790594491,0.0197742660147924,0.148191232001409,1,1,1,0,1,1,0,0,0.477891290568014,0.25,4,16,"Novye izvestiia",2004 Q2
"1299","Novye izvestiia",2004,3,8,1,0.0852405527693918,0.0010684135877455,0.0061391388339871,0.0025489468753221,1,1,1,0,1,1,0,0,0.507187933561066,0.5,4,16,"Novye izvestiia",2004 Q3
"1300","Novye izvestiia",2004,4,8,1,0.328118669356627,0.0107325627232059,0.0413598854165684,0.199238481975044,1,1,1,0,1,1,0,0,0.529112007172651,0,4,16,"Novye izvestiia",2004 Q4
"1301","Novye izvestiia",2005,1,11,1,0.266506128773471,0.0074062604494429,0.0187235042430984,0.0056736026435829,1,1,1,0,1,1,0,0,0.577889240386982,0.5,5,25,"Novye izvestiia",2005 Q1
"1302","Novye izvestiia",2005,2,1,1,0.13857114315033,0.0008254276035587,0.0443214122788049,0.0005540432175621,1,1,1,0,1,1,0,0,0.600440662564324,0,5,25,"Novye izvestiia",2005 Q2
"1303","Novye izvestiia",2005,3,17,1,0.121936592979182,0.0218564440349382,0.0234004723629368,0.0301280685744132,1,1,1,0,1,1,0,0,0.56397920034994,0,5,25,"Novye izvestiia",2005 Q3
"1304","Novye izvestiia",2005,4,11,1,0.238650739316654,0.0409051786905365,0.0169689790050142,0.0007775056619721,1,1,1,0,1,1,0,0,0.516752295590889,0,5,25,"Novye izvestiia",2005 Q4
"1305","Novye izvestiia",2006,1,11,1,0.160741436899116,0.0269081875067059,0.0067653142368726,0.041811063167188,1,1,1,0,1,1,0,0,0.501506621236659,0.25,6,36,"Novye izvestiia",2006 Q1
"1306","Novye izvestiia",2006,2,5,1,0.0326320026651956,0.0010110178545801,0.145198460060783,0.0051042502745986,1,1,1,0,1,1,0,0,0.452982615546285,0,6,36,"Novye izvestiia",2006 Q2
"1307","Novye izvestiia",2006,3,6,1,0.212876867619343,0.0110143696610975,0.0252156407377698,0.0012024685565848,1,1,1,0,1,1,0,0,0.452584919130148,0,6,36,"Novye izvestiia",2006 Q3
"1308","Novye izvestiia",2006,4,16,1,0.208581318511278,0.0432750228137593,0.0272799374333772,0.0276998451936379,1,1,1,0,1,1,0,0,0.440804676816964,0,6,36,"Novye izvestiia",2006 Q4
"1309","Novye izvestiia",2007,1,26,1,0.165957705150504,0.0512721648840398,0.107539398297149,0.0178010585923403,1,1,1,0,1,1,0,0,0.39465240387255,0.25,7,49,"Novye izvestiia",2007 Q1
"1310","Novye izvestiia",2007,2,12,1,0.0282668081345036,0.0161521076056488,0.177935208085728,0.0008172814596037,1,1,1,0,1,1,0,0,0.402187883530274,0,7,49,"Novye izvestiia",2007 Q2
"1311","Novye izvestiia",2007,3,19,1,0.128771424781007,0.0324093649478527,0.123434216410715,0.0124644981906386,1,1,1,0,1,1,0,0,0.43468678179987,0,7,49,"Novye izvestiia",2007 Q3
"1312","Novye izvestiia",2007,4,14,1,0.145665090203693,0.019394507886318,0.0631065034931453,0.0067743968720606,1,1,1,0,1,1,0,0,0.519998889874213,0,7,49,"Novye izvestiia",2007 Q4
"1313","Novye izvestiia",2008,1,11,1,0.17491595667525,0.0259577016095137,0.0716911396348224,0.0305276182734815,1,1,1,0,1,1,0,0,0.569963201811773,0,8,64,"Novye izvestiia",2008 Q1
"1314","Novye izvestiia",2008,2,13,1,0.105668960430194,0.0175630043040655,0.0998419211782675,0.0277978266767605,1,0,1,0,1,1,0,0,0.638828224893498,0,8,64,"Novye izvestiia",2008 Q2
"1315","Novye izvestiia",2008,3,13,1,0.16667054957361,0.0282662519362021,0.0745174621506521,0.0328666144905583,1,0,1,0,1,1,0,0,0.640984045459332,0,8,64,"Novye izvestiia",2008 Q3
"1316","Novye izvestiia",2008,4,12,1,0.113838249679247,0.0063559200880263,0.123335201546979,0.0530960816740844,1,0,1,0,1,1,0,0,0.600353236743511,0,8,64,"Novye izvestiia",2008 Q4
"1317","Novye izvestiia",2009,1,7,1,0.0937248573900433,0.0379378184252346,0.0295397388435958,0.0102236016737152,1,0,1,0,1,1,0,0,0.599927491209863,0,9,81,"Novye izvestiia",2009 Q1
"1318","Novye izvestiia",2009,2,3,1,0.0524113418068737,0.0013601515420305,0.318370563294593,0.0148007316020085,1,0,1,0,1,1,0,0,0.555621838291579,0,9,81,"Novye izvestiia",2009 Q2
"1319","Novye izvestiia",2009,3,7,1,0.101909754026565,0.0944621626922526,0.0069595043951267,0.0229373494676111,1,0,1,0,1,1,0,0,0.521655199370088,0,9,81,"Novye izvestiia",2009 Q3
"1320","Novye izvestiia",2009,4,16,1,0.171122428379022,0.0842885486817977,0.0375557115021365,0.107076095702723,1,0,1,0,1,1,0,0,0.445392255695573,0,9,81,"Novye izvestiia",2009 Q4
"1321","Novye izvestiia",2010,1,11,1,0.10381468594278,0.0400324694942356,0.0851541884771904,0.0096241650298907,1,0,1,0,1,1,0,0,0.377569819677756,0.25,10,100,"Novye izvestiia",2010 Q1
"1322","Novye izvestiia",2010,2,4,1,0.0892258743697312,0.169805542085669,0.0415444189329719,0.0049649768843665,1,0,1,0,1,1,0,0,0.333034150335597,1,10,100,"Novye izvestiia",2010 Q2
"1323","Novye izvestiia",2010,3,13,1,0.14974338855609,0.0245167824991769,0.0119583738933216,0.0090054254469578,1,0,1,0,1,1,0,0,0.342072659713514,1,10,100,"Novye izvestiia",2010 Q3
"1324","Novye izvestiia",2010,4,3,1,0.378816444586846,0.0326625324905763,0.0088289697941946,0.0012846912759414,1,0,1,0,1,1,0,0,0.40807347402584,0.25,10,100,"Novye izvestiia",2010 Q4
"1325","Novye izvestiia",2011,1,NA,0,0,0,0,0,1,0,1,0,1,1,0,0,0.455390388676189,0,11,121,"Novye izvestiia",2011 Q1
"1326","Novye izvestiia",2011,2,6,1,0.157541633721849,0.0030095410102149,0.0877419298913083,0.0025456068906351,1,0,1,0,1,1,0,0,0.456345458850721,0,11,121,"Novye izvestiia",2011 Q2
"1327","Novye izvestiia",2011,3,12,1,0.212020936101908,0.0729789400502341,0.0554730149665374,0.0007069341936585,1,0,1,0,1,1,0,0,0.407920945565804,0.25,11,121,"Novye izvestiia",2011 Q3
"1328","Novye izvestiia",2011,4,4,1,0.160887668127543,0.003799375910603,0.0190384858560719,0.171636850980576,1,0,1,0,1,1,0,0,0.359477785992542,0,11,121,"Novye izvestiia",2011 Q4
"1329","Novye izvestiia",2012,1,2,1,0.0730422572232782,0.0019838928710669,0.0249662838941731,0.0002670101966942,1,0,1,0,1,1,0,0,0.262914361820935,0.5,12,144,"Novye izvestiia",2012 Q1
"1330","Novye izvestiia",2012,2,3,1,0.205195641261525,0.0599075496174918,0.0231880227493093,0.0351603763847379,1,0,1,0,1,1,0,0,0.261877466542235,0.25,12,144,"Novye izvestiia",2012 Q2
"1331","Novye izvestiia",2012,3,1,1,0.456811061128974,0.0004289823700673,0.0089906601206167,0.0002879413950723,1,0,1,0,1,1,0,0,0.336753231092706,0.75,12,144,"Novye izvestiia",2012 Q3
"1332","Novye izvestiia",2012,4,5,1,0.0750378988304874,0.0115168557795187,0.0238129834915526,0.0014270190258685,1,0,1,0,1,1,0,0,0.353348120363635,0.25,12,144,"Novye izvestiia",2012 Q4
"1333","Novye izvestiia",2013,1,2,1,0.238649368984625,0.0758060856132942,0.0051209806842962,0.0003045985358767,1,0,1,0,1,1,0,0,0.373818785238483,0,13,169,"Novye izvestiia",2013 Q1
"1334","Novye izvestiia",2013,2,6,1,0.17346679054026,0.0271110791882165,0.017902346640767,0.0003653213352663,1,1,1,0,1,1,0,0,0.375767060548448,0,13,169,"Novye izvestiia",2013 Q2
"1335","Novye izvestiia",2013,3,5,1,0.287380253779702,0.006893827577187,0.0015440857459908,0.0040327645147045,1,1,1,0,1,1,0,0,0.348526051317978,0,13,169,"Novye izvestiia",2013 Q3
"1336","Novye izvestiia",2013,4,6,1,0.193564870773116,0.0507175478123827,0.0690511094171598,0.0371915893665573,1,1,1,0,1,1,0,0,0.349940198120343,0,13,169,"Novye izvestiia",2013 Q4
"1337","Novye izvestiia",2014,1,4,1,0.0588185992965009,0.0406612281112757,0.0295029983462882,0.0067312166647753,1,1,1,0,1,1,0,0,0.349406923380523,0,14,196,"Novye izvestiia",2014 Q1
"1338","Novye izvestiia",2014,2,1,1,0.708306103944778,0.0004670226844609,0.14127255200583,0.0003134747967124,1,1,1,0,1,1,0,0,0.389556355054062,0,14,196,"Novye izvestiia",2014 Q2
"1365","Ogonek",2000,1,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,1,0.25,0,0,"Ogonek",2000 Q1
"1366","Ogonek",2000,2,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.808812707151812,0.25,0,0,"Ogonek",2000 Q2
"1367","Ogonek",2000,3,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.774180926210774,0.25,0,0,"Ogonek",2000 Q3
"1368","Ogonek",2000,4,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.806229319681063,0.25,0,0,"Ogonek",2000 Q4
"1369","Ogonek",2001,1,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.891478374158858,0.75,1,1,"Ogonek",2001 Q1
"1370","Ogonek",2001,2,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.96745038792419,0.25,1,1,"Ogonek",2001 Q2
"1371","Ogonek",2001,3,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.846699847725394,0.25,1,1,"Ogonek",2001 Q3
"1372","Ogonek",2001,4,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.769856421644534,0.25,1,1,"Ogonek",2001 Q4
"1373","Ogonek",2002,1,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.739804592589926,0.25,2,4,"Ogonek",2002 Q1
"1374","Ogonek",2002,2,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.66188598828305,0,2,4,"Ogonek",2002 Q2
"1375","Ogonek",2002,3,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.642242840676197,0,2,4,"Ogonek",2002 Q3
"1376","Ogonek",2002,4,NA,0,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0.643574035400923,0.5,2,4,"Ogonek",2002 Q4
"1377","Ogonek",2003,1,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.630333463140187,0,3,9,"Ogonek",2003 Q1
"1378","Ogonek",2003,2,1,1,0.161565825343132,0.0003543393977452,0.0143862874392653,0.0002378395874985,0,1,1,0,0,0,0,0,0.610776261489993,0,3,9,"Ogonek",2003 Q2
"1379","Ogonek",2003,3,3,1,0.0588031290826621,0.019883937969098,0.0209396154295973,0.0087416436872445,0,1,1,0,0,0,0,0,0.592493336712433,0.25,3,9,"Ogonek",2003 Q3
"1380","Ogonek",2003,4,4,1,0.0724608581804205,0.0275842537175777,0.0634836528479354,0.0033158139995066,0,1,1,0,0,0,0,0,0.559013345426328,0,3,9,"Ogonek",2003 Q4
"1381","Ogonek",2004,1,4,1,0.397414140461478,0.0102061502875585,0.0029120203271304,0.0043591862631729,0,1,1,0,0,0,0,0,0.495309291665186,0,4,16,"Ogonek",2004 Q1
"1382","Ogonek",2004,2,1,1,0.0935525633394719,0.0003697814827319,0.0319609841608326,0.0002482046256773,0,1,1,0,0,0,0,0,0.477891290568014,0.25,4,16,"Ogonek",2004 Q2
"1383","Ogonek",2004,3,2,1,0.327930778264999,0.0034114103564207,0.0027732287817343,0.0114955846220255,0,1,1,0,0,0,0,0,0.507187933561066,0.5,4,16,"Ogonek",2004 Q3
"1384","Ogonek",2004,4,1,1,0.410641753464006,0.0006697782955598,0.00526667903614,0.228485390543938,0,1,1,0,0,0,0,0,0.529112007172651,0,4,16,"Ogonek",2004 Q4
"1385","Ogonek",2005,1,1,1,0.0474658855237067,0.000839030937641,0.0011040984245483,0.0115501107648015,0,1,1,0,0,1,0,0,0.577889240386982,0.5,5,25,"Ogonek",2005 Q1
"1386","Ogonek",2005,2,2,1,0.16690282424679,0.0315898256776564,0.0054018813698349,0.0002520467896829,0,1,1,0,0,1,0,0,0.600440662564324,0,5,25,"Ogonek",2005 Q2
"1387","Ogonek",2005,3,3,1,0.0612456724629738,0.0005741182631027,0.0007554942585557,0.0003853594898828,0,1,1,0,0,1,0,0,0.56397920034994,0,5,25,"Ogonek",2005 Q3
"1388","Ogonek",2005,4,2,1,0.147366057412,0.0004855003353441,0.0055228243600141,0.0042330327851232,0,1,1,0,0,1,0,0,0.516752295590889,0,5,25,"Ogonek",2005 Q4
"1389","Ogonek",2006,1,8,1,0.471883043835987,0.0195565562471529,0.0137390775589665,0.000683086569552,0,1,1,0,0,1,0,0,0.501506621236659,0.25,6,36,"Ogonek",2006 Q1
"1390","Ogonek",2006,2,1,1,0.759293949697167,0.0016416780999861,0.0021603185450658,0.0011019265512004,0,1,1,0,0,1,0,0,0.452982615546285,0,6,36,"Ogonek",2006 Q2
"1391","Ogonek",2006,3,3,1,0.273886760580353,0.0004251244863553,0.012383119590595,0.0009614616283216,0,1,1,0,0,1,0,0,0.452584919130148,0,6,36,"Ogonek",2006 Q3
"1392","Ogonek",2006,4,4,1,0.219020492586424,0.145863594658295,0.0039929502618179,0.0769020085863303,0,1,1,0,0,1,0,0,0.440804676816964,0,6,36,"Ogonek",2006 Q4
"1393","Ogonek",2007,1,3,1,0.272072183986893,0.003313479355711,0.0098604679778873,0.0131615999198402,0,1,1,0,0,1,0,0,0.39465240387255,0.25,7,49,"Ogonek",2007 Q1
"1394","Ogonek",2007,2,5,1,0.186481721597374,0.030598610225752,0.0796043161035413,0.0083711890001723,0,1,1,0,0,1,0,0,0.402187883530274,0,7,49,"Ogonek",2007 Q2
"1395","Ogonek",2007,3,4,1,0.0773876190651208,0.188301855756436,0.0886418530599258,0.0015228434531309,0,1,1,0,0,1,0,0,0.43468678179987,0,7,49,"Ogonek",2007 Q3
"1396","Ogonek",2007,4,5,1,0.199905044733896,0.0100309273366293,0.0075340764797147,0.047511765602394,0,1,1,0,0,1,0,0,0.519998889874213,0,7,49,"Ogonek",2007 Q4
"1397","Ogonek",2008,1,5,1,0.349259156180779,0.0020415343387867,0.0693260923872004,0.0005930740153417,0,1,1,0,0,1,0,0,0.569963201811773,0,8,64,"Ogonek",2008 Q1
"1398","Ogonek",2008,2,6,1,0.194988578936318,0.0894630303246231,0.011182512466803,0.0015156499957811,0,0,1,0,0,1,0,0,0.638828224893498,0,8,64,"Ogonek",2008 Q2
"1399","Ogonek",2008,3,8,1,0.104957147443201,0.019608791833889,0.202572555350344,0.0050676538176049,0,0,1,0,0,1,0,0,0.640984045459332,0,8,64,"Ogonek",2008 Q3
"1400","Ogonek",2008,4,1,1,0.321311146020889,0.0003644867319963,0.0004796357534361,0.358210533857346,0,0,1,0,0,1,0,0,0.600353236743511,0,8,64,"Ogonek",2008 Q4
"1401","Ogonek",2009,1,NA,0,NA,NA,NA,NA,1,0,1,0,1,1,0,0,0.599927491209863,0,9,81,"Ogonek",2009 Q1
"1402","Ogonek",2009,2,2,1,0.371396549046039,0.0067607958371809,0.0293149472709047,0.0003071281316807,1,0,1,0,1,1,0,0,0.555621838291579,0,9,81,"Ogonek",2009 Q2
"1403","Ogonek",2009,3,8,1,0.173787897721922,0.0593113752329373,0.0334738190745157,0.0021929254216957,1,0,1,0,1,1,0,0,0.521655199370088,0,9,81,"Ogonek",2009 Q3
"1404","Ogonek",2009,4,4,1,0.147870827946463,0.0010380857456766,0.025243391879485,0.0393463737309503,1,0,1,0,1,1,0,0,0.445392255695573,0,9,81,"Ogonek",2009 Q4
"1405","Ogonek",2010,1,6,1,0.114455552800791,0.0031055333001859,0.218082346007122,0.0102021903694549,1,0,1,0,1,1,0,0,0.377569819677756,0.25,10,100,"Ogonek",2010 Q1
"1406","Ogonek",2010,2,5,1,0.427954058752221,0.077812799797357,0.009853513903181,0.0002753994776867,1,0,1,0,1,1,0,0,0.333034150335597,1,10,100,"Ogonek",2010 Q2
"1407","Ogonek",2010,3,5,1,0.170003660030488,0.04636600103413,0.135122310296993,0.0002671088350326,1,0,1,0,1,1,0,0,0.342072659713514,1,10,100,"Ogonek",2010 Q3
"1408","Ogonek",2010,4,5,1,0.137464464671211,0.0041980679789049,0.0665798004783938,0.0007350831983786,1,0,1,0,1,1,0,0,0.40807347402584,0.25,10,100,"Ogonek",2010 Q4
"1409","Ogonek",2011,1,2,1,0.0384516003541648,0.0199592639573893,0.0069981433816792,0.0002658971097844,1,0,1,0,1,1,0,0,0.455390388676189,0,11,121,"Ogonek",2011 Q1
"1410","Ogonek",2011,2,6,1,0.260521479598538,0.0122441640778561,0.0251517638889709,0.0079394166605198,1,0,1,0,1,1,0,0,0.456345458850721,0,11,121,"Ogonek",2011 Q2
"1411","Ogonek",2011,3,7,1,0.181676814281673,0.0058469165683164,0.142690397135539,0.0105918453227787,1,0,1,0,1,1,0,0,0.407920945565804,0.25,11,121,"Ogonek",2011 Q3
"1412","Ogonek",2011,4,3,1,0.0843693026981782,0.0104400581758455,0.016274742600217,0.0012546827201732,1,0,1,0,1,1,0,0,0.359477785992542,0,11,121,"Ogonek",2011 Q4
